0,1,2,3,4,5,6,7
精装修万科品质，通透性好，好楼层，全天采光无遮挡..,3室2厅,111.95平米,15007,168.0,3,1个月以前发布,https://jn.lianjia.com/ershoufang/103128847536.html
鲁邦奥林逸城 豪 华四居室 户型方正 南北通透 免高税,4室2厅,194平米,20104,390.0,35,一年前发布,https://jn.lianjia.com/ershoufang/103111973173.html
带车位地下室楼栋及楼层很好视野好采光充足双卧朝阳,4室2厅,172.39平米,18563,320.0,9,一年前发布,https://jn.lianjia.com/ershoufang/103122639448.html
海信品质小区，CBD花园社区，配套成熟，采光哇塞,3室2厅,96.83平米,22721,220.0,3,1个月以前发布,https://jn.lianjia.com/ershoufang/103129343823.html
西区小高层景观房 王炸户型精装修有车位、有储藏室,3室2厅,132.95平米,18729,249.0,7,8个月以前发布,https://jn.lianjia.com/ershoufang/103124498503.html
恒大绿洲精装三室，可拎包入职。,3室2厅,102.07平米,7348,75.0,0,8个月以前发布,https://jn.lianjia.com/ershoufang/103124995136.html
南北通透  方正户型 环境好 百合园 低密度 车位,3室2厅,148.35平米,30334,450.0,8,5个月以前发布,https://jn.lianjia.com/ershoufang/103126523110.html
视野开阔 采光好 房主诚意出售 价格可聊,3室2厅,130.72平米,12393,162.0,3,一年前发布,https://jn.lianjia.com/ershoufang/103121531825.html
布局规整合理，楼栋位置优越，采光充足、楼间距宽，,3室2厅,107.74平米,11974,129.0,5,3个月以前发布,https://jn.lianjia.com/ershoufang/103127943626.html
雍景豪庭 3室2厅 南 北,3室2厅,133.54平米,8088,108.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127142893.html
万盛园新区 3楼好楼层   满五唯一免个税,3室2厅,96.77平米,11884,115.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103128145309.html
此房房本满五年 南北通透 复式  三叶草户型,4室2厅,165.25平米,7867,130.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128780298.html
春江郦城，原房交付未动，好楼层，采光好+车位地下室,3室2厅,107.02平米,14017,150.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127439381.html
此房三居室，采光视野好，房龄新，小区环境好居住舒适,3室2厅,108.84平米,15160,165.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128733100.html
泉城花园 电梯房 双气 南北通透 户型方正 三室,3室2厅,97.94平米,12763,125.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103128148173.html
急售 天福苑小区三室两厅双气有地下室中间楼层采光好,3室1厅,90.64平米,9930,90.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128343279.html
此房全明开间 楼层好 楼间距宽阔 通风好 采光充足,3室2厅,138.24平米,10634,147.0,3,5个月以前发布,https://jn.lianjia.com/ershoufang/103126454777.html
万达华府精装三叶草户型（总高16）南北双阳台,3室2厅,139.15平米,24578,342.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127184315.html
单位宿舍，采光好无遮挡，没记录，可贷款,2室2厅,107.35平米,21239,228.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126489563.html
好楼层、全天采光，精装交付，随时可以看房,3室2厅,116.77平米,14131,165.0,6,11个月以前发布,https://jn.lianjia.com/ershoufang/103123593279.html
三庆御园 两梯三户 采光好 无遮挡,3室2厅,104.4平米,10920,114.0,0,8个月以前发布,https://jn.lianjia.com/ershoufang/103124738609.html
世纪广场三居室 家具家电齐全 诚心出售,3室2厅,117.3平米,12532,147.0,0,8个月以前发布,https://jn.lianjia.com/ershoufang/103124802751.html
此房满二唯一，价格惊喜，万科物业,3室1厅,96.74平米,19641,190.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103127894032.html
祝甸 单位宿舍 低楼层 通风好 户型方正 看房方便,3室1厅,98.56平米,11364,112.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129092054.html
万达旁，南北通透大三室，11楼（总高12）诚心出售,3室2厅,141平米,16171,228.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103127729373.html
历下精装三室两卫、诚意出售、价格可谈,3室2厅,126.19平米,15453,195.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127262624.html
精装两室，采光无遮挡 拎包入住，随时看房 带家具家电,2室2厅,93.94平米,11391,107.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128821799.html
户型方正，业主诚心出售，随时看房,2室2厅,109.4平米,18739,205.0,5,9个月以前发布,https://jn.lianjia.com/ershoufang/103124147844.html
中间楼层 位置好 三室南向 价格合适 简单装修,3室2厅,97.01平米,6185,60.0,3,一年前发布,https://jn.lianjia.com/ershoufang/103123401278.html
东临云锦湖，北临小清河，满二无高税,3室2厅,126.07平米,14199,179.0,3,9个月以前发布,https://jn.lianjia.com/ershoufang/103124274663.html
视野开阔 采光充足  配套齐全  交通便利,3室1厅,74.79平米,16045,120.0,0,12天以前发布,https://jn.lianjia.com/ershoufang/103129748535.html
东城逸家学园，户型好，好楼层，视野开阔业主诚心出售,2室2厅,94.56平米,24852,235.0,4,4个月以前发布,https://jn.lianjia.com/ershoufang/103127411149.html
济南东 融创茂 保利花园 温馨两居 无高税,2室2厅,86.94平米,12078,105.0,5,2个月以前发布,https://jn.lianjia.com/ershoufang/103128528226.html
三盛一期三室两卫，低公摊不沿街，通透户型,3室2厅,122.96平米,22609,278.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103128140204.html
小高层，业主诚心出售，采光视野无遮挡，社区环境好,3室1厅,93平米,14732,137.0,5,3个月以前发布,https://jn.lianjia.com/ershoufang/103128177229.html
小高层中楼层，新装修半年，证满2，价格可谈，急售,3室2厅,98.25平米,12825,126.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103128974684.html
带地下室，精装，19楼！楼栋位置佳，欢迎看房,3室2厅,96.54平米,11913,115.0,2,7个月以前发布,https://jn.lianjia.com/ershoufang/103125155067.html
诚心出售+金色阳光+视野好+双气，交通便利,2室2厅,92.67平米,11115,103.0,4,5个月以前发布,https://jn.lianjia.com/ershoufang/103126776590.html
齐鲁花园 3室1厅 南 北,3室1厅,152平米,13093,199.0,2,14天以前发布,https://jn.lianjia.com/ershoufang/103129713112.html
省直单位宿舍 中间楼层 两室朝阳,2室2厅,92.62平米,11337,105.0,2,5个月以前发布,https://jn.lianjia.com/ershoufang/103126845067.html
新河湾三居室精装修业主诚心出售 采光好,3室1厅,95平米,17685,168.0,1,4个月以前发布,https://jn.lianjia.com/ershoufang/103127124178.html
高新万达旁 社区配套齐全 交通便利,3室1厅,94.86平米,14759,140.0,8,10个月以前发布,https://jn.lianjia.com/ershoufang/103123956669.html
急售一楼 边户三室 单位宿舍 大院传达 不沿街省立医院,3室1厅,87.45平米,10864,95.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103127999578.html
和谐广场华联旁+低楼层+装修干净+正规三室+大院停车,3室2厅,113.17平米,12371,140.0,7,7个月以前发布,https://jn.lianjia.com/ershoufang/103125607879.html
省气象局内，环境优越三朝阳，采光充足舒适，,3室2厅,114.27平米,12077,138.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126800559.html
此房楼栋位置好 户型方正 南北通透 有车位地下室,4室2厅,119.24平米,14677,175.0,2,6个月以前发布,https://jn.lianjia.com/ershoufang/103125926112.html
此房全明开间 楼层好 楼间距宽阔 通风好 采光充足,3室2厅,138.24平米,10634,147.0,3,5个月以前发布,https://jn.lianjia.com/ershoufang/103126454777.html
双气房+三叶草户型+南北通透+带装修,3室2厅,95.73平米,11282,108.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127285318.html
万达华府精装三叶草户型（总高16）南北双阳台,3室2厅,139.15平米,24578,342.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127184315.html
好楼层、全天采光，精装交付，随时可以看房,3室2厅,116.77平米,14131,165.0,6,11个月以前发布,https://jn.lianjia.com/ershoufang/103123593279.html
单位宿舍，采光好无遮挡，没记录，可贷款,2室2厅,107.35平米,21239,228.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126489563.html
小高层，雪山脚下，好楼层好户型业主诚心出售,3室2厅,148.28平米,17265,256.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129028062.html
路劲 大三室 中间楼层 小区中间位置,3室1厅,102.93平米,14865,153.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128778314.html
户型方正，业主诚心出售，随时看房,2室2厅,109.4平米,18739,205.0,5,9个月以前发布,https://jn.lianjia.com/ershoufang/103124147844.html
中间楼层 位置好 三室南向 价格合适 简单装修,3室2厅,97.01平米,6185,60.0,3,一年前发布,https://jn.lianjia.com/ershoufang/103123401278.html
新河湾三居室精装修业主诚心出售 采光好,3室1厅,95平米,17685,168.0,1,4个月以前发布,https://jn.lianjia.com/ershoufang/103127124178.html
东临云锦湖，北临小清河，满二无高税,3室2厅,126.07平米,14199,179.0,3,9个月以前发布,https://jn.lianjia.com/ershoufang/103124274663.html
省气象局内，环境优越三朝阳，采光充足舒适，,3室2厅,114.27平米,12077,138.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126800559.html
高新万达旁 社区配套齐全 交通便利,3室1厅,94.86平米,14759,140.0,8,10个月以前发布,https://jn.lianjia.com/ershoufang/103123956669.html
急售一楼 边户三室 单位宿舍 大院传达 不沿街省立医院,3室1厅,87.45平米,10864,95.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103127999578.html
三盛一期三室两卫，低公摊不沿街，通透户型,3室2厅,122.96平米,22609,278.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103128140204.html
小高层，业主诚心出售，采光视野无遮挡，社区环境好,3室1厅,93平米,14732,137.0,5,3个月以前发布,https://jn.lianjia.com/ershoufang/103128177229.html
小高层中楼层，新装修半年，证满2，价格可谈，急售,3室2厅,98.25平米,12825,126.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103128974684.html
东城逸家学园，户型好，好楼层，视野开阔业主诚心出售,2室2厅,94.56平米,24852,235.0,4,4个月以前发布,https://jn.lianjia.com/ershoufang/103127411149.html
省直单位宿舍 中间楼层 两室朝阳,2室2厅,92.62平米,11337,105.0,2,5个月以前发布,https://jn.lianjia.com/ershoufang/103126845067.html
和谐广场华联旁+低楼层+装修干净+正规三室+大院停车,3室2厅,113.17平米,12371,140.0,7,7个月以前发布,https://jn.lianjia.com/ershoufang/103125607879.html
房子精装修 加配美好家装修 带地下室  万科物业,3室2厅,124.01平米,22176,275.0,3,2个月以前发布,https://jn.lianjia.com/ershoufang/103128664606.html
龙湖品质+四开间朝南+全明户型+业主诚售,3室2厅,135.31平米,14781,200.0,4,6个月以前发布,https://jn.lianjia.com/ershoufang/103126246561.html
映月紫云城四居，东边户南北通透带地下室，有子母车位,4室2厅,138.04平米,16590,229.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127607334.html
万科物业+精装修，随时看+北观黄河+天然氧吧,3室2厅,107.19平米,10543,113.0,1,3个月以前发布,https://jn.lianjia.com/ershoufang/103128198872.html
户型方正，全天采光观景房，观景房，视野好，创新谷,3室1厅,135.03平米,7036,95.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127514331.html
开发商精装  精装没有住过  低密度花园洋房,3室2厅,116.31平米,14359,167.0,9,一年前发布,https://jn.lianjia.com/ershoufang/103122248029.html
业主急售 位置佳 观湖美景 证满2年 大3居诚意出售,3室1厅,125.99平米,12779,161.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127155086.html
有车位地下室，户型方正，通透性好，配套齐全,3室2厅,96.77平米,14003,135.5,6,一年前发布,https://jn.lianjia.com/ershoufang/103121007435.html
纬九路单位宿舍 大院传达 可停车 户型方正 诚心出售,3室1厅,109.97平米,11367,125.0,3,8个月以前发布,https://jn.lianjia.com/ershoufang/103124986817.html
带储藏室采光充足户型好无遮挡随时看房子,3室2厅,118.07平米,11688,138.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127369197.html
精装修中间楼层 采光充足 视野开阔满二免高税带地下室,2室2厅,93.33平米,15537,145.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127444534.html
单位宿舍，采光好无遮挡，没记录，可贷款,2室2厅,107.35平米,21239,228.0,0,5个月以前发布,https://jn.lianjia.com/ershoufang/103126489563.html
万达华府精装三叶草户型（总高16）南北双阳台,3室2厅,139.15平米,24578,342.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127184315.html
此房精装修落地窗视野好，免高税看房方便价格带车位,3室2厅,135.35平米,33617,455.0,2,1个月以前发布,https://jn.lianjia.com/ershoufang/103129012582.html
精装4室未住，拎包入住，车位地下室齐全,4室2厅,154.62平米,20696,320.0,1,9天以前发布,https://jn.lianjia.com/ershoufang/103129806773.html
药监局宿舍新出大四居 一楼带50平米产权小院 采光好,4室2厅,121.61平米,20147,245.0,13,3个月以前发布,https://jn.lianjia.com/ershoufang/103127916933.html
已办证 采光视野好 业主诚意卖 看房随时 价格可聊,3室2厅,101.42平米,7987,81.0,0,9天以前发布,https://jn.lianjia.com/ershoufang/103129807180.html
世纪广场三居室 家具家电齐全 诚心出售,3室2厅,117.3平米,12532,147.0,0,8个月以前发布,https://jn.lianjia.com/ershoufang/103124802751.html
中建瀛园洋房  精装 徽派建筑  拎包入住,4室2厅,122.31平米,8585,105.0,3,6个月以前发布,https://jn.lianjia.com/ershoufang/103125877372.html
精装4室未住，拎包入住，车位地下室齐全,4室2厅,154.62平米,20696,320.0,1,9天以前发布,https://jn.lianjia.com/ershoufang/103129806773.html
药监局宿舍新出大四居 一楼带50平米产权小院 采光好,4室2厅,121.61平米,20147,245.0,13,3个月以前发布,https://jn.lianjia.com/ershoufang/103127916933.html
精装修满两年代地下室 家具家电 有产权车位 采光好,3室2厅,127.08平米,12198,155.0,1,7个月以前发布,https://jn.lianjia.com/ershoufang/103125374183.html
房主诚意出售，户型很好，双阳台客厅开间大,3室2厅,143.84平米,3616,52.0,5,8个月以前发布,https://jn.lianjia.com/ershoufang/103124426226.html
"大三居采光好，客厅宽敞有窗户,户型方正接地气",3室2厅,155.21平米,9600,149.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127419421.html
西客站 三室两卫 南北通透 户型方正,3室2厅,135.16平米,11468,155.0,2,7个月以前发布,https://jn.lianjia.com/ershoufang/103125122027.html
此房满两年  采光好  配套齐全  交通便利  看房随时,3室2厅,109.59平米,12319,135.0,2,9个月以前发布,https://jn.lianjia.com/ershoufang/103124054991.html
龙湖品质，户型方正，看房方便，诚意出售，价格可聊,3室2厅,121.09平米,15113,183.0,6,2个月以前发布,https://jn.lianjia.com/ershoufang/103128564861.html
中间楼层，视野开阔，采光充足，带车位诚意出售，，,3室2厅,122.11平米,17608,215.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128327230.html
封闭式小区，南北通透，户型方正，采光充足，,3室2厅,135.52平米,10848,147.0,4,7个月以前发布,https://jn.lianjia.com/ershoufang/103125645803.html
万科物业，龙湖园林，精装三室，看房方便,3室2厅,96.33平米,13807,133.0,18,10个月以前发布,https://jn.lianjia.com/ershoufang/103123740989.html
此房满二唯一，价格惊喜，万科物业,3室1厅,96.74平米,19641,190.0,3,3个月以前发布,https://jn.lianjia.com/ershoufang/103127894032.html
户型通透 中高楼层采光好 证满二 车位地下室,3室2厅,133.27平米,20110,268.0,3,7个月以前发布,https://jn.lianjia.com/ershoufang/103125580660.html
高新万达旁采光充足户型方正 产权清晰， 诚心出售,3室2厅,130.65平米,21432,280.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128279036.html
带车位，观景大花园，采光一览无余，精装大三室，急售,3室2厅,105.18平米,13121,138.0,2,13天以前发布,https://jn.lianjia.com/ershoufang/103129740772.html
此房房主着急出售 随时可约产权明晰好采光无遮挡.,3室2厅,127.94平米,12506,160.0,3,15天以前发布,https://jn.lianjia.com/ershoufang/103129702467.html
精装修沿湖别墅 拎包入住 叠拼别墅 轻轨旁,3室2厅,131.45平米,15824,208.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128357883.html
纬九路单位宿舍 大院传达 可停车 户型方正 诚心出售,3室1厅,109.97平米,11367,125.0,3,8个月以前发布,https://jn.lianjia.com/ershoufang/103124986817.html
精装修中间楼层 采光充足 视野开阔满二免高税带地下室,2室2厅,93.33平米,15537,145.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127444534.html
经十路 金科城 户型方正  采光充足  看房方便,2室2厅,85.42平米,10185,87.0,1,2天以前发布,https://jn.lianjia.com/ershoufang/103129916196.html
业主急售 位置佳 观湖美景 证满2年 大3居诚意出售,3室1厅,125.99平米,12779,161.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127155086.html
精装三室两卫  证过两年  看房随时  礼轩,3室2厅,128.04平米,12497,160.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128628778.html
小高，一梯两户，诚心出售 精装交付，带地下室,3室2厅,130.39平米,14189,185.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128483129.html
国际城 新小区 中高楼层 毛坯未住 融创物业,3室2厅,102.98平米,13692,141.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126920519.html
万达北侧 南向大阳台落地窗 公摊小 不沿街 南北通透,3室2厅,143.12平米,19285,276.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103129333776.html
精装修，带地下室，车位另算，新出二天，随时看房,3室1厅,123.04平米,19181,236.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128268285.html
11层洋房 两室客厅朝阳 客厅开间5.7米 现房即买即住,3室2厅,126.31平米,6492,82.0,0,7天以前发布,https://jn.lianjia.com/ershoufang/103129829500.html
业主诚心卖 精装修拎包入住  双地铁 省实验,3室2厅,126.09平米,12293,155.0,1,11天以前发布,https://jn.lianjia.com/ershoufang/103129776355.html
万达华府三叶草户型，诚心出售，精装修,3室2厅,143.3平米,21564,309.0,9,6个月以前发布,https://jn.lianjia.com/ershoufang/103126056358.html
CBD北 小区新 环境好 一梯一户,3室2厅,97.39平米,24644,240.0,7,1个月以前发布,https://jn.lianjia.com/ershoufang/103129067987.html
香榭丽精装三居 采光无遮挡 中间楼层户型方正 带车位,3室2厅,118.78平米,11113,132.0,2,一年前发布,https://jn.lianjia.com/ershoufang/103123249288.html
11层洋房 两室客厅朝阳 客厅开间5.7米 现房即买即住,3室2厅,126.31平米,6492,82.0,0,7天以前发布,https://jn.lianjia.com/ershoufang/103129829500.html
小高，一梯两户，诚心出售 精装交付，带地下室,3室2厅,130.39平米,14189,185.0,2,2个月以前发布,https://jn.lianjia.com/ershoufang/103128483129.html
印象济南旁 方正三室 含地下室 看房方便,3室2厅,102.25平米,11541,118.0,1,7个月以前发布,https://jn.lianjia.com/ershoufang/103125469167.html
业主诚心卖 精装修拎包入住  双地铁 省实验,3室2厅,126.09平米,12293,155.0,1,11天以前发布,https://jn.lianjia.com/ershoufang/103129776355.html
观山景房，证满两年，精装修，拎包入住,3室2厅,102.79平米,11675,120.0,6,7个月以前发布,https://jn.lianjia.com/ershoufang/103125302427.html
三室两厅两卫  精装修   看房方便,3室2厅,123.97平米,12584,156.0,0,3个月以前发布,https://jn.lianjia.com/ershoufang/103128096697.html
郦城东区 新装修未住 简约时尚风格 高楼层视野好,3室2厅,93.24平米,15016,140.0,3,1个月以前发布,https://jn.lianjia.com/ershoufang/103128981433.html
高新万达旁 一梯两户小高层 公摊12.7% 别墅社区,5室3厅,220.21平米,15804,348.0,19,4个月以前发布,https://jn.lianjia.com/ershoufang/103127091763.html
中海御峰官邸 两室精装修 有地下室车位，业主诚心出售,2室2厅,92.4平米,12663,117.0,0,9天以前发布,https://jn.lianjia.com/ershoufang/103129803768.html
新上文化城好户型，南北通透，业主诚心出售，楼龄新,2室2厅,120.86平米,25650,310.0,2,9天以前发布,https://jn.lianjia.com/ershoufang/103129800805.html
中海云麓公馆 3室2厅 西,3室2厅,120平米,13500,162.0,0,7天以前发布,https://jn.lianjia.com/ershoufang/103129842757.html
太平洋小区东区 2室1厅 南,2室1厅,73平米,9590,70.0,0,6天以前发布,https://jn.lianjia.com/ershoufang/103129854996.html
大学路 恒大绿洲 全明户型 通透 朝阳,3室2厅,138平米,6522,90.0,0,6天以前发布,https://jn.lianjia.com/ershoufang/103129848348.html
和信花园 户型好用 采光视野好  看房方便,1室1厅,64.67平米,10052,65.0,2,5个月以前发布,https://jn.lianjia.com/ershoufang/103126608672.html
大四室 ，好楼层南北通透户型  有车位盛世花城,4室2厅,169.1平米,20107,340.0,0,5天以前发布,https://jn.lianjia.com/ershoufang/103129879491.html
花园社区 露天泳池 绿城物业 全明三室 南北通透,3室2厅,130平米,12693,165.0,0,4天以前发布,https://jn.lianjia.com/ershoufang/103129897261.html
现房，未住，中间楼层  小区好位置,4室2厅,149平米,13356,199.0,0,4天以前发布,https://jn.lianjia.com/ershoufang/103129896018.html
精装三居  三室 客厅 全部朝阳 诚心出售,3室2厅,104.55平米,12339,129.0,2,13天以前发布,https://jn.lianjia.com/ershoufang/103129731327.html
碧桂园精装交付，新城学，出入方便，五星管理,3室1厅,141.63平米,5790,82.0,10,一年前发布,https://jn.lianjia.com/ershoufang/103118221473.html
万盛园新区2居室中间3楼双气地下室租赁车位钥匙方便看,2室2厅,91.96平米,12506,115.0,1,5个月以前发布,https://jn.lianjia.com/ershoufang/103126500537.html
缤纷五洲东边金科澜山公馆好房急售,3室2厅,120.19平米,15642,188.0,2,一年前发布,https://jn.lianjia.com/ershoufang/103120618609.html
满五唯一 南北通透  电梯房 配套齐全 视野开阔 地下室,3室2厅,118.05平米,15248,180.0,3,2个月以前发布,https://jn.lianjia.com/ershoufang/103128424398.html
育英经十一路 中楼层三室朝阳 地下室阁楼都有 无记录,3室2厅,117.97平米,31364,370.0,1,8个月以前发布,https://jn.lianjia.com/ershoufang/103124950491.html
新上好房！两室朝阳，精装自住，南北通透，急售置换,2室2厅,86.5平米,9480,82.0,7,一年前发布,https://jn.lianjia.com/ershoufang/103122433303.html
经典户型  通风采光好 无遮挡不沿街 带地下室  有车位,3室2厅,124.27平米,15290,190.0,0,3个月以前发布,https://jn.lianjia.com/ershoufang/103128022028.html
店长推荐：南北通透，两室两厅，客厅带窗，视野宽阔,2室2厅,76.14平米,12609,96.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127596862.html
和谐商圈地铁口 有地下停车位 好楼层 精装修 采光好,1室1厅,55.66平米,12218,68.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129279097.html
通透户型，位于凤凰北路交通出行方便,2室2厅,92.63平米,11012,102.0,1,1个月以前发布,https://jn.lianjia.com/ershoufang/103129082919.html
绿地国际花都  两室 好楼层 满两年,2室2厅,84.5平米,8876,75.0,1,一年前发布,https://jn.lianjia.com/ershoufang/103121766292.html
名辉精装三室 满五唯一 位置安静 凤凰楼层 有钥匙随看,3室2厅,107.35平米,15184,163.0,2,一年前发布,https://jn.lianjia.com/ershoufang/103123114621.html
北湖旁 南向俩居室 非顶楼 采光足 视野好 诚心出售,2室2厅,83.17平米,13106,109.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128794860.html
绿地花都格局好 南北通透 店长推荐,2室2厅,94.04平米,9571,90.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128331228.html
经十路财富壹号 精装婚房 中楼层 采光好 视野开阔,3室2厅,106.75平米,16207,173.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127407888.html
伟东一区 好楼层 全明户型 不临街 有配套车位,3室2厅,165.31平米,17967,297.0,5,2个月以前发布,https://jn.lianjia.com/ershoufang/103128375118.html
长兴美郡 两室两厅 好楼层 采光好 视野好,2室2厅,92.07平米,5974,55.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127054978.html
位置好，配套全，交通方便，总价低,2室1厅,55.28平米,6694,37.0,0,1个月以前发布,https://jn.lianjia.com/ershoufang/103129089280.html
保利华庭新上好房 装修好  户型出房少 小区在售一套,2室2厅,70.26平米,19784,139.0,1,4个月以前发布,https://jn.lianjia.com/ershoufang/103127366651.html
位置安静 出行方便  环境优美,3室2厅,119.04平米,15878,189.0,10,一年前发布,https://jn.lianjia.com/ershoufang/103118961082.html
南北通透 两室朝阳 采光好 带地下室 看房方便,2室2厅,97.73平米,22511,220.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128396322.html
有钥匙+随时看房+诚意出售+交通便利,2室0厅,49.28平米,7509,37.0,15,6个月以前发布,https://jn.lianjia.com/ershoufang/103125964984.html
省直大院有车位中层大三室百花西门经纬核电建鑫永大,3室1厅,91平米,15715,143.0,0,2个月以前发布,https://jn.lianjia.com/ershoufang/103128762613.html
免高税 大三室 万科精装交付 好楼层 视野好 无遮挡,3室2厅,117.74平米,22083,260.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128513118.html
蓝石中间户两室户型  采光充足 视野开阔,2室1厅,95.97平米,9691,93.0,1,一年前发布,https://jn.lianjia.com/ershoufang/103117431595.html
二环南多层低密国企宿舍公摊小物业5毛山景房空气好,3室1厅,92.17平米,9440,87.0,2,4个月以前发布,https://jn.lianjia.com/ershoufang/103127058060.html
领秀公馆精装三室 采光视野很好 有车位,3室2厅,93.54平米,19351,181.0,2,3个月以前发布,https://jn.lianjia.com/ershoufang/103127625954.html
新上三室，户型方正，有學區，不沿高架,3室2厅,137.61平米,24127,332.0,5,7个月以前发布,https://jn.lianjia.com/ershoufang/103125202859.html
尚品清河房子户型方正满五唯一 采光好 带地下室,2室2厅,97.2平米,10906,106.0,3,4个月以前发布,https://jn.lianjia.com/ershoufang/103127038537.html
此房是电梯洋房 一梯两户，南北通透 公摊小,3室2厅,128.21平米,21762,279.0,2,7个月以前发布,https://jn.lianjia.com/ershoufang/103125186889.html
龙湖物业，证过两年，低楼层出行方便，业主急售可议价,3室2厅,92.73平米,12833,119.0,4,2个月以前发布,https://jn.lianjia.com/ershoufang/103128268434.html
大两室 业主诚心出售 看房随时 西市场和谐旁,2室2厅,82.09平米,12182,100.0,0,9个月以前发布,https://jn.lianjia.com/ershoufang/103124086463.html
满五唯一  南北通透 采光充足   带地下室  有车位,3室2厅,138.91平米,25053,348.0,10,5个月以前发布,https://jn.lianjia.com/ershoufang/103126718607.html
山大南路 中国银行宿舍 非顶楼采光好 带小房 诚意出售,2室2厅,89.4平米,12864,115.0,7,1个月以前发布,https://jn.lianjia.com/ershoufang/103129050143.html
中高楼层，全天采光，117平边户带精装,3室2厅,116.91平米,11462,134.0,0,4个月以前发布,https://jn.lianjia.com/ershoufang/103127273983.html
此房无增值税，视野开阔，采光好，小高层，公摊少,3室1厅,93.54平米,18068,169.0,14,一年前发布,https://jn.lianjia.com/ershoufang/103119650923.html
新出南郊宾馆宿舍 出门就是泉城公园 养老上班首 -选！,2室1厅,64.95平米,21556,140.0,12,7个月以前发布,https://jn.lianjia.com/ershoufang/103125137355.html
满2 中间楼层 无出让金 两室朝阳 采光好带家具家电,2室1厅,62.58平米,12624,79.0,2,5个月以前发布,https://jn.lianjia.com/ershoufang/103126656294.html
必看！历下区，证满五年，户型方正，全天采光,2室1厅,80.17平米,14470,116.0,2,8个月以前发布,https://jn.lianjia.com/ershoufang/103124970145.html
北全福 两室 南北通透 双气 中间楼层 无抵押 带地下室,2室2厅,78.29平米,11241,88.0,8,6个月以前发布,https://jn.lianjia.com/ershoufang/103125839553.html
建设路东 两室两厅 客厅带窗 双气带储藏室 英雄山路西,2室2厅,99.8平米,12526,125.0,1,2个月以前发布,https://jn.lianjia.com/ershoufang/103128503339.html
融汇新上三室，精装，中间位置，南北通透 随时看房,3室2厅,113.84平米,14670,167.0,1,6个月以前发布,https://jn.lianjia.com/ershoufang/103126118844.html
